Time, Frame ID, Hand Type, # hands, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength,name,status
519.1731,149662,left,1,-15.37448,150.5516,40.79827,189.6055,120.0548,-130.7016,1.057584,0.9347297,0.9853145,-63.64959,101.6456,60.26506,-261.8989,-41.98876,124.0492,0,0,0,17.59504,226.7708,20.74169,0.1522289,-47.13358,14.9059,0.3199305,-0.05917699,-0.3061982,50.32756,205.0397,85.22739,207.7707,48.1735,237.0954,0,0.5804149,0,evyatar,alone
519.1897,149664,left,1,-14.53855,152.9878,39.82109,33.00517,121.221,-57.99807,1.027952,0.9971628,0.9148683,-60.45154,102.8668,61.6725,-257.8346,-39.11047,131.5612,0,0,0,17.57927,225.8769,20.97893,-1.554018,-49.27261,14.10453,0.3095724,-0.0696516,-0.3045345,50.35363,204.6443,85.59027,208.4467,47.60641,236.6033,0,0.5424234,0,evyatar,alone
519.2062,149666,left,1,-12.83765,153.4295,37.12451,94.83585,22.33427,-129.5598,1.033224,1.05156,0.859255,-56.20654,101.6295,59.99316,-256.956,-32.95833,134.7449,0,0,0,17.47668,224.9987,21.14577,-9.194762,-51.0369,7.447628,0.3017198,-0.07100394,-0.3022352,50.21103,204.2219,85.91442,209.1774,47.90908,236.7628,0,0.5407819,0,evyatar,alone
519.2229,149668,left,1,-13.23966,155.5998,37.23442,-13.45813,130.8409,-6.762465,0.9953255,1.090888,0.8040326,-55.6015,104.0533,62.30017,-260.7876,-22.72447,138.6422,0,0,0,17.22053,224.214,21.31473,-16.67351,-44.69855,10.93702,0.2931697,-0.06764507,-0.2998965,49.88375,203.954,86.26379,209.3764,48.0055,236.9336,0,0.5684602,0,evyatar,alone
519.2394,149669,left,1,-13.43823,156.4839,36.59336,-23.16247,103.1207,-74.77667,0.9810829,1.112365,0.7745705,-55.10147,104.9106,62.64012,-263.051,-17.07309,139.3147,0,0,0,17.02828,223.6316,21.37433,-22.21763,-67.30238,6.887174,0.2900203,-0.06348002,-0.297202,49.56595,203.5711,86.43681,209.6088,47.8447,236.7524,0,0.5427113,0,evyatar,alone
519.2559,149671,left,1,-13.55479,160.3155,34.1232,14.48193,261.9101,-169.7748,0.9585316,1.15838,0.7122478,-53.46133,108.5177,62.09855,-265.9641,-2.981825,142.1765,0,0,0,16.72391,222.6357,21.64975,-16.90597,-64.78221,17.74783,0.2815869,-0.04695056,-0.2938008,49.11347,203.0354,86.85315,210.0295,44.83892,233.6154,0,0.4428835,0,evyatar,alone
519.2725,149673,left,1,-11.73343,162.1565,29.77126,77.62067,49.84058,-209.6484,0.9480672,1.180687,0.6614719,-49.81617,109.9168,59.31337,-259.3282,0.4203248,149.4093,0,0,0,16.5189,221.5289,22.29115,-10.92616,-63.96432,43.05538,0.2686502,-0.03931387,-0.2981545,49.26231,202.6375,87.44856,210.9805,41.77467,230.3715,0,0.3261977,0,evyatar,alone
519.2891,149675,left,1,-12.35847,164.1538,27.16343,-26.03401,124.3557,-145.5141,0.9411899,1.210005,0.6133294,-48.24416,111.0786,57.97953,-249.2633,-5.363806,158.152,0,0,0,16.4801,220.2195,23.11387,0.03906436,-72.4455,45.66754,0.254956,-0.03690782,-0.3037824,49.64793,202.1472,88.24458,211.9196,40.52247,229.6733,0,0.2095537,0,evyatar,alone
519.3057,149677,left,1,-13.28533,167.297,24.48908,-51.34582,215.6723,-169.9149,0.9088275,1.232877,0.5715208,-47.72569,114.3253,57.2749,-238.5246,-13.85029,162.9576,0,0,0,16.55921,219.3736,23.80519,7.285506,-43.1188,40.06581,0.2434572,-0.03789132,-0.3057446,49.87231,201.9112,88.98869,211.1888,38.75233,229.7572,0,0.1349352,0,evyatar,alone
519.3222,149679,left,1,-13.99044,170.6281,20.5489,-46.40424,212.0133,-219.0261,0.8722287,1.249433,0.533805,-47.23604,118.0881,55.38501,-228.0153,-20.97463,164.8494,0,0,0,16.59968,218.8535,23.96297,0.6884502,-27.2349,1.358285,0.2324579,-0.0390677,-0.3037451,49.78641,201.9403,89.31776,209.3153,37.08953,230.1673,0,0.1085884,0,evyatar,alone
