Time, Frame ID, Hand Type, # hands, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength,name,status
613.4549,70778,right,1,-292.241,299.6088,10.47744,282.8907,-632.7473,-24.89729,1.794873,-0.2952973,-1.655725,-237.1686,261.3156,-1.20951,-351.1928,30.67747,31.65655,0,1.656651,0.3418542,16.49667,218.1559,24.00882,-8.321677,-40.28358,2.989956,0.2087129,-0.04246857,-0.3055701,49.86697,202.5744,89.54305,208.0754,36.61687,230.5986,0,0.1082989,0,oriya,alone
613.4715,70780,right,1,-285.9627,288.3777,10.46359,340.9079,-680.5635,-7.814472,1.733601,-0.3173758,-1.63307,-230.8942,249.692,-0.2911101,-347.0437,19.09563,24.4119,0,1.731966,0.4251587,16.35937,217.6196,24.00663,-9.509645,-25.60725,-3.323605,0.1861972,-0.03930179,-0.3069594,49.92872,203.4226,89.70747,208.7383,38.14925,230.9063,0,0.1251178,0,oriya,alone
613.488,70782,right,1,-280.0042,276.5545,10.7438,364.3718,-689.7527,17.07798,1.650656,-0.3384217,-1.600858,-224.4848,238.0928,1.217061,-340.7304,6.53491,13.19789,0,1.557827,0.3319669,16.12596,217.454,23.81943,-15.47654,-4.38239,-14.19501,0.167321,-0.03395523,-0.3076878,49.85978,204.4646,89.64896,210.0779,40.42212,230.707,0,0.1274985,0,oriya,alone
613.5046,70784,right,1,-273.3264,264.4119,11.36197,331.4403,-744.9927,43.08918,1.588295,-0.3343909,-1.576957,-216.7493,227.2802,2.722365,-328.3895,-6.829491,4.896918,0,1.537157,0.3006022,15.67951,217.9135,23.36337,-27.71205,37.60349,-29.32084,0.1552439,-0.02947049,-0.3070639,49.48076,205.7626,89.31075,211.507,43.85342,230.783,0,0.1347184,0,oriya,alone
613.5214,70786,right,1,-268.2691,252.1594,12.73213,270.7632,-678.7764,72.00768,1.669555,-0.2777359,-1.601813,-210.8096,216.3191,2.254711,-311.8348,-22.53905,-1.781887,0,1.360721,0.2639875,15.07188,218.9922,22.76227,-37.98591,74.9684,-37.93755,0.1509015,-0.02564284,-0.3079742,49.00757,207.2993,88.75866,213.2805,49.01101,231.7453,0,0.1534187,0,oriya,alone
613.5377,70787,right,1,-265.892,247.0196,13.78842,269.7636,-583.2778,119.8688,1.761517,-0.2323767,-1.627584,-208.1861,211.7651,1.661247,-303.6828,-29.31559,-4.347269,0,1.219389,0.2126597,14.33364,220.8179,22.01551,-44.90008,118.2903,-45.17817,0.1421624,-0.02118798,-0.312487,48.60483,209.85,87.9873,214.5998,54.85774,232.6037,0,0.1251175,0,oriya,alone
613.5553,70790,right,1,-259.0285,232.8086,17.53067,332.4409,-465.4402,136.6681,2.005001,-0.08977726,-1.673131,-199.7411,200.8321,2.139544,-275.4285,-46.70286,-14.39782,0,1.070535,0.1138343,13.98245,222.1054,21.66382,-40.84995,149.7615,-40.9074,0.1377638,-0.01956216,-0.3143437,48.38802,211.4562,87.61926,214.8508,57.29598,232.5951,0,0.09804982,0,oriya,alone
613.5713,70791,right,1,-255.7883,228.3289,18.46041,370.8565,-512.7344,106.414,2.137566,-0.02026264,-1.688344,-195.6653,198.075,2.632793,-261.7512,-52.57067,-6.587992,0,1.055661,0.2141159,13.29714,225.6379,20.95643,-38.00709,230.9486,-39.28357,0.1391251,-0.02114578,-0.3161407,47.84866,214.9914,86.868,215.4375,62.7283,232.5652,0,0.08723205,0,oriya,alone
613.5875,70793,right,1,-250.1497,220.9613,19.06435,320.0302,-425.8876,28.6352,2.292351,0.059615,-1.706472,-189.382,192.0738,3.146555,-246.2361,-60.91928,9.288975,0,1.382875,0.5473018,12.67038,230.4648,20.22818,-33.78101,291.1067,-41.6801,0.1503938,-0.02895186,-0.3153067,47.1896,219.2856,86.15994,216.0508,71.15929,234.6415,0,0.1134779,0,oriya,alone
613.6041,70795,right,1,-244.7446,214.934,18.89736,342.2642,-298.2012,-10.86136,2.370487,0.1099371,-1.720032,-183.8729,186.3424,2.843076,-236.9015,-67.034,19.0903,0,1.471151,0.5649217,12.18849,236.1949,19.44998,-21.27205,346.1393,-42.70715,0.1762219,-0.03558461,-0.3106858,46.40139,223.5015,85.34898,216.3524,77.21188,234.4253,0,0.1035931,0,oriya,alone
613.6205,70797,right,1,-239.7822,209.1795,18.36638,264.545,-297.0331,-30.09146,2.407938,0.1387593,-1.742107,-179.5344,180.023,1.025863,-234.4131,-72.84599,18.94902,0,1.54813,0.4990094,12.14258,242.3588,18.75521,0.1787994,349.9408,-59.47522,0.2086037,-0.04322496,-0.3034871,45.82905,227.5806,84.54154,215.6122,79.70672,232.2591,0,0.05690143,0,oriya,alone
