Time, Frame ID, Hand Type, # hands, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength, Position X, Position Y, Position Z, Velocity X, Velocity Y, Velocity Z, Pitch, Roll, Yaw, Wrist Pos X, Wrist Pos Y, Wrist Pos Z, Elbow pos X, Elbow Pos Y, Elbow Pos Z, Grab Strenth, Grab Angle, Pinch Strength
387.4876,45196,left,1,-152.3073,295.6313,-5.176087,-30.90251,-466.6505,-11.07728,1.336343,0.962629,1.185905,-191.871,238.394,4.107455,-288.4458,15.49722,61.4236,0.481639,1.638505,0.5086238,16.49667,218.1559,24.00882,-8.321677,-40.28358,2.989956,0.2087129,-0.04246857,-0.3055701,49.86697,202.5744,89.54305,208.0754,36.61687,230.5986,0,0.1082989,0
387.5046,45197,left,1,-152.4402,291.742,-5.437298,-15.0359,-440.2607,-29.56886,1.333544,0.9683257,1.17845,-191.6958,234.3275,4.01512,-286.7319,11.22465,63.07512,0.4378226,1.575191,0.4976222,16.35937,217.6196,24.00663,-9.509645,-25.60725,-3.323605,0.1861972,-0.03930179,-0.3069594,49.92872,203.4226,89.70747,208.7383,38.14925,230.9063,0,0.1251178,0
387.5206,45199,left,1,-152.7261,283.1273,-5.935497,-7.288896,-493.8692,-29.04488,1.325624,0.9815856,1.158478,-191.291,225.3259,3.965535,-283.9155,2.163524,66.52809,0.3787327,1.518011,0.4869263,16.12596,217.454,23.81943,-15.47654,-4.38239,-14.19501,0.167321,-0.03395523,-0.3076878,49.85978,204.4646,89.64896,210.0779,40.42212,230.707,0,0.1274985,0
387.5374,45201,left,1,-153.302,274.9869,-6.561059,10.91847,-535.2519,-43.04646,1.302443,0.9674962,1.134121,-192.2578,217.6788,4.473011,-282.7288,-5.519846,69.9877,0.2981033,1.494823,0.4666641,15.67951,217.9135,23.36337,-27.71205,37.60349,-29.32084,0.1552439,-0.02947049,-0.3070639,49.48076,205.7626,89.31075,211.507,43.85342,230.783,0,0.1347184,0
387.5538,45203,left,1,-152.5194,266.5405,-7.490835,35.36969,-501.6214,-45.73914,1.292424,0.9720891,1.115237,-191.2045,209.1484,4.12623,-282.4704,-13.04117,71.92842,0.2390787,1.503726,0.5081544,15.07188,218.9922,22.76227,-37.98591,74.9684,-37.93755,0.1509015,-0.02564284,-0.3079742,49.00757,207.2993,88.75866,213.2805,49.01101,231.7453,0,0.1534187,0
387.5711,45205,left,1,-152.0466,257.6742,-8.413511,29.62749,-430.2141,-61.02701,1.273237,0.9658912,1.096769,-191.0847,200.7159,4.104773,-283.4753,-19.69155,76.07244,0.2368989,1.50843,0.5205626,14.33364,220.8179,22.01551,-44.90008,118.2903,-45.17817,0.1421624,-0.02118798,-0.312487,48.60483,209.85,87.9873,214.5998,54.85774,232.6037,0,0.1251175,0
387.5869,45207,left,1,-151.1383,248.4476,-9.151313,38.07425,-549.7018,-31.44477,1.263513,0.9691877,1.081325,-190.3481,191.7259,4.086051,-291.701,-22.24419,83.07465,0.2709824,1.546065,0.5500593,13.98245,222.1054,21.66382,-40.84995,149.7615,-40.9074,0.1377638,-0.01956216,-0.3143437,48.38802,211.4562,87.61926,214.8508,57.29598,232.5951,0,0.09804982,0
387.6036,45209,left,1,-152.0419,240.8258,-9.780046,-72.08054,-358.723,-49.05254,1.249175,0.9670627,1.064481,-191.5439,184.4443,4.181826,-299.0482,-25.58365,85.58147,0.3336491,1.621473,0.6065179,13.29714,225.6379,20.95643,-38.00709,230.9486,-39.28357,0.1391251,-0.02114578,-0.3161407,47.84866,214.9914,86.868,215.4375,62.7283,232.5652,0,0.08723205,0
387.6205,45211,left,1,-150.6402,232.0772,-10.20141,181.306,-520.5575,-27.71778,1.235693,0.9505863,1.069089,-191.3942,176.6616,4.087556,-305.7244,-29.31276,86.53747,0.266336,1.717174,0.675395,12.67038,230.4648,20.22818,-33.78101,291.1067,-41.6801,0.1503938,-0.02895186,-0.3153067,47.1896,219.2856,86.15994,216.0508,71.15929,234.6415,0,0.1134779,0
387.637,45213,left,1,-148.8511,220.4762,-10.12296,50.1745,-607.5455,-3.087575,1.225024,0.9617949,1.055592,-189.706,165.2231,4.6297,-312.0769,-34.47432,90.89146,0.2887936,1.676913,0.5666925,12.18849,236.1949,19.44998,-21.27205,346.1393,-42.70715,0.1762219,-0.03558461,-0.3106858,46.40139,223.5015,85.34898,216.3524,77.21188,234.4253,0,0.1035931,0
387.6534,45215,left,1,-149.202,213.2114,-10.49163,-20.10464,-393.6812,-28.95738,1.229601,0.9957311,1.032506,-188.6686,156.9968,4.451052,-314.0145,-38.79947,95.26421,0.2003659,1.411542,0.3682924,12.14258,242.3588,18.75521,0.1787994,349.9408,-59.47522,0.2086037,-0.04322496,-0.3034871,45.82905,227.5806,84.54154,215.6122,79.70672,232.2591,0,0.05690143,0
387.67,45217,left,1,-147.455,205.3383,-11.12478,153.7269,-506.8839,-33.68462,1.227546,1.009762,1.014546,-186.3205,148.8332,4.274796,-314.9308,-42.45512,99.99845,0,1.329607,0.185492,12.13567,248.1529,17.36901,4.028889,324.0084,-94.9907,0.23987,-0.05189667,-0.2963186,45.24863,231.3533,83.01633,213.9979,81.95808,230.4057,0,0.04551966,0
387.6863,45218,left,1,-146.511,201.4719,-11.38843,108.3317,-443.6992,-30.25609,1.222655,1.007829,1.007373,-185.3978,145.0949,4.400055,-314.778,-44.38263,102.6539,0,1.358362,0.2393442,12.26863,253.158,15.45243,11.79533,266.9387,-114.1749,0.2662757,-0.05151591,-0.290184,44.81887,234.6618,80.95665,211.8374,82.93011,227.9499,0,0.02103193,0
387.7028,45220,left,1,-145.9759,195.2519,-11.45024,29.70876,-363.6758,2.738875,1.212393,0.9975876,1.00158,-185.1896,139.3193,5.007765,-313.5427,-48.29305,108.0703,0.05212266,1.420102,0.3115922,12.21313,256.8941,12.84168,-8.033607,186.337,-161.3728,0.2890959,-0.05315577,-0.2857407,44.28273,236.9511,78.20072,208.9582,83.64241,226.2175,0,0.03806916,0
